legId,searchDate,flightDate,startingAirport,destinationAirport,fareBasisCode,travelDuration,elapsedDays,isBasicEconomy,isRefundable,isNonStop,baseFare,totalFare,seatsRemaining,totalTravelDistance,segmentsDepartureTimeEpochSeconds,segmentsDepartureTimeRaw,segmentsArrivalTimeEpochSeconds,segmentsArrivalTimeRaw,segmentsArrivalAirportCode,segmentsDepartureAirportCode,segmentsAirlineName,segmentsAirlineCode,segmentsEquipmentDescription,segmentsDurationInSeconds,segmentsDistance,segmentsCabinCode
5daac32d2bf25f8f645f2f93ce6460df,2022-04-16,2022-04-20,DTW,ATL,QA0QA0MQ,PT6H21M,0,False,False,False,463.26,521.61,9,1718,1650473400||1650489360,2022-04-20T12:50:00.000-04:00||2022-04-20T17:16:00.000-04:00,1650484080||1650496260,2022-04-20T15:48:00.000-04:00||2022-04-20T19:11:00.000-04:00,FLL||ATL,DTW||FLL,Delta||Delta,DL||DL,Airbus A321||Boeing 757-300,10680||6900,1136||582,coach||coach
585c5adeafa4cdcabf490c749ebd3b30,2022-04-16,2022-04-23,MIA,LAX,N3AWZNN3,PT12H44M,1,False,False,False,230.70,277.20,1,2342,1650764460||1650798000,2022-04-23T21:41:00.000-04:00||2022-04-24T06:00:00.000-05:00,1650777420||1650810300,2022-04-24T00:17:00.000-05:00||2022-04-24T07:25:00.000-07:00,AUS||LAX,MIA||AUS,American Airlines||American Airlines,AA||AA,Boeing 737-800||Airbus A319,12960||12300,1106||1236,coach||coach
cd5e545d37de6c614539abda3014b571,2022-04-17,2022-04-18,DFW,DEN,HA0NA0MC,PT5H11M,0,False,False,False,298.60,344.60,4,1547,1650279900||1650290400,2022-04-18T06:05:00.000-05:00||2022-04-18T09:00:00.000-05:00,1650288300||1650298560,2022-04-18T08:25:00.000-05:00||2022-04-18T10:16:00.000-06:00,MSP||DEN,DFW||MSP,Delta||Delta,DL||DL,Airbus A319||Boeing 737-900,8400||8160,854||693,coach||coach
f80b0642309e1ac103cea1622bfac381,2022-04-17,2022-04-21,EWR,SFO,SAA3PQBN,PT8H2M,0,True,False,False,208.37,247.60,9,2647,1650571200||1650577920,2022-04-21T16:00:00.000-04:00||2022-04-21T17:52:00.000-04:00,1650576000||1650600120,2022-04-21T17:20:00.000-04:00||2022-04-21T21:02:00.000-07:00,DCA||SFO,EWR||DCA,United||United,UA||UA,||Boeing 737-800,4800||22200,221||2426,coach||coach
b8669df279764f22e8547d3a48cbaa12,2022-04-17,2022-04-25,DFW,LGA,L0AHZNN1,PT3H24M,0,False,False,True,226.98,258.60,7,1380,1650904560,2022-04-25T11:36:00.000-05:00,1650916800,2022-04-25T16:00:00.000-04:00,LGA,DFW,American Airlines,AA,Boeing 737-800,12240,1380,coach
8772d3035da26ef64bf990a94cbdb422,2022-04-17,2022-04-28,DTW,PHL,M7AHZNN1,PT1H37M,0,False,False,True,310.70,348.60,7,447,1651158240,2022-04-28T11:04:00.000-04:00,1651164060,2022-04-28T12:41:00.000-04:00,PHL,DTW,American Airlines,AA,Canadian Regional Jet 700,5820,447,coach
7103c86ef09173ba33449834075725b2,2022-04-17,2022-05-01,PHL,CLT,NUAJZNN3,PT11H30M,1,False,False,False,188.84,232.20,5,1008,1651451520||1651484280,2022-05-01T20:32:00.000-04:00||2022-05-02T05:38:00.000-04:00,1651456020||1651492920,2022-05-01T21:47:00.000-04:00||2022-05-02T08:02:00.000-04:00,BOS||CLT,PHL||BOS,American Airlines||American Airlines,AA||AA,Airbus A321||Boeing 737-800,4500||8640,280||728,coach||coach
ed6b2e2e5dd5217ca65cbfc4085671f3,2022-04-17,2022-05-04,PHL,DFW,HA0NA0MC,PT6H6M,0,False,False,False,347.91,397.60,4,1442,1651682700||1651693800,2022-05-04T12:45:00.000-04:00||2022-05-04T15:50:00.000-04:00,1651689120||1651704660,2022-05-04T14:32:00.000-04:00||2022-05-04T17:51:00.000-05:00,DTW||DFW,PHL||DTW,Delta||Delta,DL||DL,Canadair Regional Jet 900||Airbus A220-100,6420||10860,447||995,coach||coach
88c81de8be1ddb79908a2a867cbfbf2b,2022-04-17,2022-05-08,DEN,DFW,G7AIZNN1,PT2H5M,0,False,False,True,129.30,153.60,7,650,1652016900,2022-05-08T07:35:00.000-06:00,1652024400,2022-05-08T10:40:00.000-05:00,DFW,DEN,American Airlines,AA,Airbus A321,7500,650,coach
e22ff727fea0f61ba78212ecc49b1992,2022-04-17,2022-05-11,DFW,IAD,LAA3PFBN,PT10H50M,1,True,False,False,188.84,232.20,9,1601,1652315700||1652349600,2022-05-11T19:35:00.000-05:00||2022-05-12T06:00:00.000-04:00,1652327940||1652354700,2022-05-11T23:59:00.000-04:00||2022-05-12T07:25:00.000-04:00,EWR||IAD,DFW||EWR,United||United,UA||UA,Airbus A319||Boeing 757-200,12240||5100,1380||221,coach||coach
56e01172159c8a0168b4b21b9fbcc618,2022-04-17,2022-05-14,LGA,SFO,VAG4AKES,PT10H7M,0,False,False,False,547.91,612.60,4,2567,1652536800||1652556120,2022-05-14T10:00:00.000-04:00||2022-05-14T14:22:00.000-05:00,1652547600||1652573220,2022-05-14T12:00:00.000-05:00||2022-05-14T17:07:00.000-07:00,ORD||SFO,LGA||ORD,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Boeing 737-900,10800||17100,720||1847,coach||coach
ab2e86bf5eb866aeb9916fdd2726bea4,2022-04-17,2022-05-18,BOS,DEN,HAA0OFEN,PT7H30M,0,False,False,False,385.12,437.60,9,1806,1652897100||1652907540,2022-05-18T14:05:00.000-04:00||2022-05-18T16:59:00.000-04:00,1652902560||1652924100,2022-05-18T15:36:00.000-04:00||2022-05-18T19:35:00.000-06:00,EWR||DEN,BOS||EWR,United||United,UA||UA,Airbus A319||Boeing 737-900,5460||16560,185||1621,coach||coach
954b212fb460cb057ef8eda3472ebbb3,2022-04-17,2022-05-21,IAD,LGA,TAA2PFBN,PT1H20M,0,True,False,True,78.14,98.60,9,221,1653145800,2022-05-21T11:10:00.000-04:00,1653150600,2022-05-21T12:30:00.000-04:00,LGA,IAD,United,UA,Embraer 175 (Enhanced Winglets),4800,221,coach
883b71b75f5e390bc142972deb88f82d,2022-04-17,2022-05-24,ORD,LGA,MVAHZNN3,PT2H6M,0,False,False,True,73.49,93.60,3,720,1653395400,2022-05-24T07:30:00.000-05:00,1653402960,2022-05-24T10:36:00.000-04:00,LGA,ORD,JetBlue Airways,B6,Boeing 737-800,7560,720,coach
df25bf4636109a49414787a795c9c082,2022-04-17,2022-05-28,DFW,LGA,VUAIZNN1,PT3H28M,0,False,False,True,167.44,194.60,7,1380,1653777900,2022-05-28T17:45:00.000-05:00,1653790380,2022-05-28T22:13:00.000-04:00,LGA,DFW,American Airlines,AA,Boeing 737-800,12480,1380,coach
be9f3448fcff85052bbf27d577198d8f,2022-04-17,2022-05-31,SFO,JFK,KH3AUEY5,PT5H46M,0,False,False,True,315.35,353.60,7,2566,1654033740,2022-05-31T14:49:00.000-07:00,1654054500,2022-05-31T23:35:00.000-04:00,JFK,SFO,American Airlines,AA,Airbus A321,20760,2566,coach
bb57fa427134c5164be13a53ec5d4e5b,2022-04-17,2022-06-04,DTW,DEN,VAA3AKEN,PT4H52M,0,False,False,False,252.09,294.60,6,1143,1654336800||1654344960,2022-06-04T06:00:00.000-04:00||2022-06-04T07:16:00.000-05:00,1654342020||1654354320,2022-06-04T06:27:00.000-05:00||2022-06-04T08:52:00.000-06:00,ORD||DEN,DTW||ORD,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Boeing 737-900,5220||9360,240||903,coach||coach
96471bf2d8063b0c524ce1a77acc9947,2022-04-17,2022-06-07,MIA,CLT,UAVNA0MC,PT5H35M,0,False,False,False,133.95,167.60,9,824,1654603500||1654619160,2022-06-07T08:05:00.000-04:00||2022-06-07T12:26:00.000-04:00,1654610220||1654623600,2022-06-07T09:57:00.000-04:00||2022-06-07T13:40:00.000-04:00,ATL||CLT,MIA||ATL,Delta||Delta,DL||DL,Boeing 757||Boeing 717,6720||4440,596||228,coach||coach
c5b4ace148735395f1924d2989bf16f2,2022-04-17,2022-06-10,SFO,BOS,K7AJZNN1,PT8H34M,0,False,False,False,449.31,506.61,7,2945,1654887600||1654898400,2022-06-10T12:00:00.000-07:00||2022-06-10T15:00:00.000-07:00,1654893120||1654918440,2022-06-10T13:32:00.000-07:00||2022-06-10T23:34:00.000-04:00,LAX||BOS,SFO||LAX,American Airlines||American Airlines,AA||AA,Embraer 175||AIRBUS INDUSTRIE A321 SHARKLETS,5520||20040,339||2606,coach||coach
58af5cbaf01b5e1620241d54aac50fa0,2022-04-17,2022-06-14,IAD,BOS,GVAGZNN1,PT5H19M,0,False,False,False,134.88,167.10,7,1055,1655204460||1655215740,2022-06-14T07:01:00.000-04:00||2022-06-14T10:09:00.000-04:00,1655209440||1655223600,2022-06-14T08:24:00.000-04:00||2022-06-14T12:20:00.000-04:00,CLT||BOS,IAD||CLT,American Airlines||American Airlines,AA||AA,Boeing 737-800||Airbus A321,4980||7860,327||728,coach||coach
323446161fd6db2615e8907b21835396,2022-04-18,2022-04-19,LAX,LGA,VAA0KKEN,PT7H8M,1,False,False,False,322.79,370.60,9,2465,1650434340||1650452400,2022-04-19T22:59:00.000-07:00||2022-04-20T06:00:00.000-05:00,1650448320||1650460020,2022-04-20T04:52:00.000-05:00||2022-04-20T09:07:00.000-04:00,ORD||LGA,LAX||ORD,United||United,UA||UA,BOEING 787-9||Airbus A320,13980||7620,1745||720,coach||coach
dcd5957fcff55bde1bb67ffc4ad2ca3b,2022-04-18,2022-04-22,LGA,DTW,G3AGZNN1,PT5H37M,0,False,False,False,164.65,200.60,7,960,1650663000||1650678000,2022-04-22T17:30:00.000-04:00||2022-04-22T20:40:00.000-05:00,1650672960||1650683220,2022-04-22T19:16:00.000-05:00||2022-04-22T23:07:00.000-04:00,ORD||DTW,LGA||ORD,American Airlines||American Airlines,AA||AA,Boeing 737-800||Embraer 175,9960||5220,720||240,coach||coach
88dc263fa68ed04ad7207c5846465f7a,2022-04-18,2022-04-26,DTW,DFW,WAA7AFEN,PT7H35M,0,False,False,False,217.67,257.60,5,1328,1650969360||1650992100,2022-04-26T06:36:00.000-04:00||2022-04-26T11:55:00.000-05:00,1650981180||1650996660,2022-04-26T08:53:00.000-05:00||2022-04-26T13:11:00.000-05:00,IAH||DFW,DTW||IAH,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Boeing 737-800,11820||4560,1095||233,coach||coach
765523dfeb1bd156ee23db7eacf21dc3,2022-04-18,2022-04-29,EWR,MIA,UA7QA0BQ,PT8H17M,1,True,False,False,212.09,257.20,9,1358,1651263300||1651286400,2022-04-29T16:15:00.000-04:00||2022-04-29T22:40:00.000-04:00,1651271700||1651293120,2022-04-29T18:35:00.000-04:00||2022-04-30T00:32:00.000-04:00,ATL||MIA,EWR||ATL,Delta||Delta,DL||DL,Airbus A320||Airbus A321,8400||6720,762||596,coach||coach
8835b7a28a987fe1eb9ffa346972e6ae,2022-04-18,2022-05-02,PHL,DFW,MA3NR,PT6H22M,0,False,False,False,170.00,277.58,0,,1651526400||1651539180,2022-05-02T17:20:00.000-04:00||2022-05-02T20:53:00.000-04:00,1651535580||1651549320,2022-05-02T19:53:00.000-04:00||2022-05-02T22:42:00.000-05:00,MCO||DFW,PHL||MCO,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A321 SHARKLETS||AIRBUS INDUSTRIE A321 SHARKLETS,9180||10140,None||None,coach||coach
8a3c559e25ae206d6ef1c11f1aabfc7d,2022-04-18,2022-05-05,ORD,MIA,L8AIZNN1,PT3H6M,1,False,False,True,217.67,248.60,7,1192,1651801200,2022-05-05T20:40:00.000-05:00,1651812360,2022-05-06T00:46:00.000-04:00,MIA,ORD,American Airlines,AA,Boeing 737 MAX 8,11160,1192,coach
530f7f0965d2dbcae833974b8d632bfe,2022-04-18,2022-05-09,DFW,BOS,LAUQA0BQ,PT6H20M,0,True,False,False,171.16,207.60,9,1565,1652094600||1652112000,2022-05-09T06:10:00.000-05:00||2022-05-09T12:00:00.000-04:00,1652107320||1652117400,2022-05-09T10:42:00.000-04:00||2022-05-09T13:30:00.000-04:00,LGA||BOS,DFW||LGA,Delta||Delta,DL||DL,Airbus A220-100||Embraer 175,12720||5400,1380||185,coach||coach
a361e4312530ca4139aa75e5c6ba78b4,2022-04-18,2022-05-12,DEN,JFK,HAA0OKEN,PT11H1M,0,False,False,False,565.58,637.20,9,2531,1652370240||1652399640,2022-05-12T09:44:00.000-06:00||2022-05-12T19:54:00.000-04:00,1652382300||1652409900,2022-05-12T15:05:00.000-04:00||2022-05-12T22:45:00.000-04:00,TPA||JFK,DEN||TPA,United||Delta,UA||DL,Boeing 737-800||Boeing 737-800,12060||10260,1511||1020,coach||coach
8c3e8a61f5c009b0e0b46dba09aa7869,2022-04-18,2022-05-15,PHL,LGA,XRVNA0MF,PT6H40M,0,False,False,False,174.89,211.61,9,1429,1652612400||1652628300,2022-05-15T07:00:00.000-04:00||2022-05-15T11:25:00.000-04:00,1652619780||1652636400,2022-05-15T09:03:00.000-04:00||2022-05-15T13:40:00.000-04:00,ATL||LGA,PHL||ATL,Delta||Delta,DL||DL,Boeing 737-900||Airbus A320,7380||8100,667||762,coach||coach
10e77be859b9c3eef1deae4bf1e1c240,2022-04-18,2022-05-19,DFW,ATL,YNR,PT8H54M,0,False,False,False,232.00,339.58,0,,1652973300||1652999760,2022-05-19T10:15:00.000-05:00||2022-05-19T18:36:00.000-04:00,1652982780||1653005340,2022-05-19T13:53:00.000-04:00||2022-05-19T20:09:00.000-04:00,MCO||ATL,DFW||MCO,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A320 SHARKLETS||Airbus A319,9480||5580,None||None,coach||coach
5772d0a6c7b82effd9291c38cf4f3e4b,2022-04-18,2022-05-22,ORD,BOS,H7CXNR,PT8H24M,0,False,False,False,159.00,266.58,0,,1653224100||1653243180,2022-05-22T07:55:00.000-05:00||2022-05-22T14:13:00.000-04:00,1653235020||1653254340,2022-05-22T11:57:00.000-04:00||2022-05-22T17:19:00.000-04:00,FLL||BOS,ORD||FLL,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A321 SHARKLETS||Airbus A319,10920||11160,None||None,coach||coach
3717df9b5ca2a8b623e4356b54965fc1,2022-04-18,2022-05-26,ATL,LGA,UA7NR,PT7H57M,0,False,False,False,35.38,142.96,0,,1653593340||1653611280,2022-05-26T15:29:00.000-04:00||2022-05-26T20:28:00.000-04:00,1653600480||1653621960,2022-05-26T17:28:00.000-04:00||2022-05-26T23:26:00.000-04:00,FLL||LGA,ATL||FLL,Spirit Airlines||Spirit Airlines,NK||NK,||AIRBUS INDUSTRIE A321 SHARKLETS,7140||10680,None||None,coach||coach
002106517c04c0ee8f190d70531d8a79,2022-04-18,2022-05-29,LGA,ATL,QAA0OFEN,PT5H34M,0,False,False,False,236.28,277.60,7,762,1653845400||1653858300,2022-05-29T13:30:00.000-04:00||2022-05-29T17:05:00.000-04:00,1653850680||1653865440,2022-05-29T14:58:00.000-04:00||2022-05-29T19:04:00.000-04:00,IAD||ATL,LGA||IAD,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Embraer 170,5280||7140,221||541,coach||coach
9fbf3b35c2f89176617be47339cb655a,2022-04-18,2022-06-02,BOS,PHL,VUAHZNN1,PT1H37M,0,False,False,True,161.86,188.60,7,280,1654200240,2022-06-02T16:04:00.000-04:00,1654206060,2022-06-02T17:41:00.000-04:00,PHL,BOS,American Airlines,AA,Airbus A319,5820,280,coach
979dca96e17f1b3fe31a4a15823aa140,2022-04-18,2022-06-05,LAX,ORD,VH7OAVMN,PT11H52M,0,False,False,False,500.47,567.21,7,2679,1654434000||1654461900,2022-06-05T06:00:00.000-07:00||2022-06-05T13:45:00.000-07:00,1654443900||1654476720,2022-06-05T08:45:00.000-07:00||2022-06-05T19:52:00.000-05:00,SEA||ORD,ONT||SEA,Alaska Airlines||Alaska Airlines,AS||AS,Boeing 737-900||Boeing 737-900,9900||14820,956||1723,coach||coach
34490380799d9937201028484dc69d30,2022-04-18,2022-06-08,ORD,LAX,HATOA0MQ,PT8H5M,0,False,False,False,376.74,428.60,6,2519,1654684200||1654697520,2022-06-08T05:30:00.000-05:00||2022-06-08T10:12:00.000-04:00,1654691040||1654713300,2022-06-08T08:24:00.000-04:00||2022-06-08T11:35:00.000-07:00,ATL||ONT,ORD||ATL,Delta||Delta,DL||DL,Airbus A321||Airbus A321,6840||15780,600||1919,coach||coach
4247062b1a7072e152e07732a7c982ee,2022-04-19,2022-04-23,ATL,LAX,V3AGZNN1,PT7H42M,0,False,False,False,305.12,351.60,7,1963,1650714900||1650730500,2022-04-23T07:55:00.000-04:00||2022-04-23T11:15:00.000-05:00,1650724020||1650742620,2022-04-23T09:27:00.000-05:00||2022-04-23T12:37:00.000-07:00,DFW||LAX,ATL||DFW,American Airlines||American Airlines,AA||AA,Airbus A321||Airbus A321,9120||12120,725||1238,coach||coach
856cda7a2726b77d4f49e74fc0975c12,2022-04-19,2022-04-26,LGA,SFO,KA0QA0MQ,PT9H10M,0,False,False,False,463.25,521.59,7,2567,1650995700||1651011600,2022-04-26T13:55:00.000-04:00||2022-04-26T17:20:00.000-05:00,1651005660||1651028700,2022-04-26T15:41:00.000-05:00||2022-04-26T20:05:00.000-07:00,ORD||SFO,LGA||ORD,Delta||Alaska Airlines,DL||AS,Airbus A220-100||Airbus A320,9960||17100,720||1847,coach||coach
0582fe73012d0142f5667b6aec4256c3,2022-04-19,2022-04-29,PHL,DTW,MA7OA0MQ,PT1H47M,0,False,False,True,357.21,398.60,3,447,1651250700,2022-04-29T12:45:00.000-04:00,1651257120,2022-04-29T14:32:00.000-04:00,DTW,PHL,Delta,DL,Canadair Regional Jet 900,6420,447,coach
4953ec05b0b2cc50566a29eef7becde5,2022-04-19,2022-05-03,DFW,CLT,G7AIZON1,PT7H31M,0,False,False,False,186.98,224.60,7,1504,1651591800||1651612800,2022-05-03T10:30:00.000-05:00||2022-05-03T17:20:00.000-04:00,1651602240||1651618860,2022-05-03T14:24:00.000-04:00||2022-05-03T19:01:00.000-04:00,DCA||CLT,DFW||DCA,American Airlines||American Airlines,AA||AA,Boeing 737-800||Boeing 737-800,10440||6060,1177||327,coach||coach
45e23936bc664fc98d026a7dc29ca112,2022-04-19,2022-05-06,DTW,ATL,S8AIZNN1,PT5H13M,0,False,False,False,146.98,180.10,7,733,1651846560||1651861500,2022-05-06T10:16:00.000-04:00||2022-05-06T14:25:00.000-04:00,1651853220||1651865340,2022-05-06T12:07:00.000-04:00||2022-05-06T15:29:00.000-04:00,CLT||ATL,DTW||CLT,American Airlines||American Airlines,AA||AA,Boeing 737-800||Airbus A319,6660||3840,505||228,coach||coach
c11921dd52510a61fec3528fbb995164,2022-04-19,2022-05-09,LGA,PHL,NUAHZNN3,PT9H34M,0,False,False,False,223.25,269.19,7,1392,1652113800||1652141100,2022-05-09T12:30:00.000-04:00||2022-05-09T19:05:00.000-05:00,1652123400||1652148240,2022-05-09T14:10:00.000-05:00||2022-05-09T22:04:00.000-04:00,ORD||PHL,LGA||ORD,American Airlines||American Airlines,AA||AA,Airbus A319||Airbus A321,9600||7140,720||672,coach||coach
0185883759ad54ea8158977e26fecd5d,2022-04-19,2022-05-12,LGA,IAD,XAVQA0BQ,PT9H36M,0,True,False,False,194.41,238.19,9,876,1652374500||1652403900,2022-05-12T12:55:00.000-04:00||2022-05-12T21:05:00.000-04:00,1652381700||1652409060,2022-05-12T14:55:00.000-04:00||2022-05-12T22:31:00.000-04:00,DTW||IAD,LGA||DTW,Delta||Delta,DL||DL,Airbus A319||Canadair Regional Jet 900,7200||5160,485||391,coach||coach
98f6ee193640b4c6c644513da3506ee8,2022-04-19,2022-05-16,DFW,EWR,VAA0OFEN,PT3H33M,0,False,False,True,264.19,298.60,9,1380,1652736060,2022-05-16T16:21:00.000-05:00,1652748840,2022-05-16T20:54:00.000-04:00,EWR,DFW,United,UA,Airbus A320,12780,1380,coach
3d7fd65ba340b3c4b3acaf5571c75ead,2022-04-19,2022-05-19,LAX,EWR,KH3AUEY5,PT5H19M,1,False,False,True,324.65,363.60,7,2458,1653029700,2022-05-19T23:55:00.000-07:00,1653048840,2022-05-20T08:14:00.000-04:00,EWR,LAX,American Airlines,AA,Airbus A321,19140,2458,coach
8872cdb7de0193ecba2009b702c94964,2022-04-19,2022-05-23,CLT,SFO,QVAWZNN1,PT15H20M,1,False,False,False,314.42,370.20,10,2605,1653359700||1653393000||1653409320,2022-05-23T22:35:00.000-04:00||2022-05-24T06:50:00.000-05:00||2022-05-24T09:22:00.000-07:00,1653370080||1653405180||1653414900,2022-05-24T00:28:00.000-05:00||2022-05-24T08:13:00.000-07:00||2022-05-24T10:55:00.000-07:00,AUS||LAX||SFO,CLT||AUS||LAX,American Airlines||American Airlines||American Airlines,AA||AA||AA,Boeing 737-800||Airbus A319||Embraer 175,10380||12180||5580,1030||1236||339,coach||coach||coach
235b26cf10f3c353bbf998187aa59fba,2022-04-19,2022-05-26,JFK,ATL,S7AHZNN1,PT4H20M,0,False,False,False,147.91,181.10,10,773,1653591060||1653602640,2022-05-26T14:51:00.000-04:00||2022-05-26T18:04:00.000-04:00,1653598500||1653606660,2022-05-26T16:55:00.000-04:00||2022-05-26T19:11:00.000-04:00,CLT||ATL,JFK||CLT,American Airlines||American Airlines,AA||AA,Boeing 737-800||Airbus A320,7440||4020,545||228,coach||coach
f8b02103b4a0b5fd64bf3469bc391929,2022-04-19,2022-05-30,BOS,SFO,K7AJZNN1,PT9H4M,0,False,False,False,444.65,501.60,7,2751,1653904140||1653913800,2022-05-30T05:49:00.000-04:00||2022-05-30T08:30:00.000-04:00,1653908460||1653936780,2022-05-30T07:01:00.000-04:00||2022-05-30T11:53:00.000-07:00,JFK||SFO,BOS||JFK,JetBlue Airways||JetBlue Airways,B6||B6,Airbus A320||AIRBUS INDUSTRIE A321 SHARKLETS,4320||22980,185||2566,coach||coach
31ab69d98c414eca366dd0d42fdcf3a6,2022-04-19,2022-06-02,LAX,EWR,K7AZZNN1,PT7H22M,0,False,False,False,395.35,448.60,6,2595,1654183800||1654197900,2022-06-02T08:30:00.000-07:00||2022-06-02T14:25:00.000-05:00,1654194240||1654210320,2022-06-02T13:24:00.000-05:00||2022-06-02T18:52:00.000-04:00,DFW||EWR,ONT||DFW,American Airlines||American Airlines,AA||AA,Airbus A321||Boeing 737-800,10440||12420,1215||1380,coach||coach
8d4ff85723cc3391c0080bafd9444b04,2022-04-19,2022-06-06,BOS,MIA,UA7NR,PT8H21M,0,False,False,False,189.38,296.96,0,,1654511100||1654537020,2022-06-06T06:25:00.000-04:00||2022-06-06T13:37:00.000-04:00,1654522380||1654541160,2022-06-06T09:33:00.000-04:00||2022-06-06T14:46:00.000-04:00,MCO||MIA,BOS||MCO,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A320 SHARKLETS||AIRBUS INDUSTRIE A321 SHARKLETS,11280||4140,None||None,coach||coach
bc758b4777c2f37d541d33383ff94e07,2022-04-19,2022-06-09,DFW,PHL,M0AWZNN1,PT3H19M,0,False,False,True,352.56,393.60,7,1298,1654818900,2022-06-09T18:55:00.000-05:00,1654830840,2022-06-09T23:14:00.000-04:00,PHL,DFW,American Airlines,AA,Airbus A321,11940,1298,coach
88177958358526804e0a5cb50dad273d,2022-04-19,2022-06-12,MIA,PHL,VUAJZNN1,PT5H45M,0,False,False,False,199.07,237.60,7,1540,1655031600||1655046600,2022-06-12T07:00:00.000-04:00||2022-06-12T11:10:00.000-04:00,1655043540||1655052300,2022-06-12T10:19:00.000-04:00||2022-06-12T12:45:00.000-04:00,BOS||PHL,MIA||BOS,American Airlines||American Airlines,AA||AA,Boeing 737-800||Boeing 737-800,11940||5700,1260||280,coach||coach
daa5f4f48844a38dbef28b8d762f64be,2022-04-19,2022-06-16,ATL,DTW,S8AIZNN1,PT7H22M,0,False,False,False,170.24,206.61,1,1247,1655389920||1655409300,2022-06-16T10:32:00.000-04:00||2022-06-16T15:55:00.000-04:00,1655398380||1655416440,2022-06-16T12:53:00.000-04:00||2022-06-16T17:54:00.000-04:00,LGA||DTW,ATL||LGA,American Airlines||American Airlines,AA||AA,Embraer 175||Embraer 175,8460||7140,762||485,coach||coach
e6e8f23a1f6d775f1d6997db8ca1ee6a,2022-04-20,2022-04-22,DFW,CLT,HA0NA0MC,PT4H13M,0,False,False,False,384.19,436.60,7,953,1650628800||1650639600,2022-04-22T07:00:00.000-05:00||2022-04-22T11:00:00.000-04:00,1650636480||1650643980,2022-04-22T10:08:00.000-04:00||2022-04-22T12:13:00.000-04:00,ATL||CLT,DFW||ATL,Delta||Delta,DL||DL,Airbus A321||Boeing 717,7680||4380,725||228,coach||coach
46288aa9af54f4604957c8a9c347e768,2022-04-20,2022-04-26,LAX,DFW,QA0NA0MC,PT5H43M,0,False,False,False,273.49,317.60,9,1566,1651005600||1651017000,2022-04-26T13:40:00.000-07:00||2022-04-26T17:50:00.000-06:00,1651011840||1651026180,2022-04-26T16:24:00.000-06:00||2022-04-26T21:23:00.000-05:00,SLC||DFW,ONT||SLC,Delta||Delta,DL||DL,Boeing 737-800||Airbus A320,6240||9180,574||992,coach||coach
6b3bb260e81f3a8e725b47511238ca4f,2022-04-20,2022-04-29,MIA,DEN,G07PXP5,PT12H31M,0,False,False,False,121.66,159.99,4,1803,1651245960||1651278600,2022-04-29T11:26:00.000-04:00||2022-04-29T20:30:00.000-04:00,1651253160||1651291020,2022-04-29T13:26:00.000-04:00||2022-04-29T21:57:00.000-06:00,ATL||DEN,MIA||ATL,Frontier Airlines||Frontier Airlines,F9||F9,||Airbus A320,7200||12420,596||1207,coach||coach
2ff95ecc334d86248150738acc52093c,2022-04-20,2022-05-03,BOS,LAX,V7AHZNN1,PT9H5M,0,False,False,False,198.14,236.60,7,2643,1651603500||1651613340,2022-05-03T14:45:00.000-04:00||2022-05-03T17:29:00.000-04:00,1651608540||1651636200,2022-05-03T16:09:00.000-04:00||2022-05-03T20:50:00.000-07:00,JFK||LAX,BOS||JFK,JetBlue Airways||JetBlue Airways,B6||B6,AIRBUS INDUSTRIE A321 SHARKLETS||Airbus A319-321,5040||22860,185||2458,coach||coach
eb59417e3687b3971475bce91258995f,2022-04-20,2022-05-06,BOS,OAK,SH9OAVMN,PT17H47M,1,False,False,False,429.77,495.70,4,3162,1651880400||1651928400||1651938300,2022-05-06T19:40:00.000-04:00||2022-05-07T06:00:00.000-07:00||2022-05-07T08:45:00.000-07:00,1651903200||1651931880||1651944420,2022-05-06T23:00:00.000-07:00||2022-05-07T06:58:00.000-07:00||2022-05-07T10:27:00.000-07:00,SEA||PDX||OAK,BOS||SEA||PDX,Alaska Airlines||Alaska Airlines||Alaska Airlines,AS||AS||AS,Boeing 737-900||Boeing 737-900||Embraer 175,22800||3480||6120,2489||130||543,coach||coach||coach
fdcab3beebca295018eccc2dce3f1b32,2022-04-20,2022-05-09,MIA,BOS,HAA0OFEN,PT7H6M,0,False,False,False,358.14,408.60,8,1289,1652090400||1652111880,2022-05-09T06:00:00.000-04:00||2022-05-09T11:58:00.000-04:00,1652101140||1652115960,2022-05-09T08:59:00.000-04:00||2022-05-09T13:06:00.000-04:00,EWR||BOS,MIA||EWR,United||United,UA||UA,Boeing 737-900||Airbus A319,10740||4080,1104||185,coach||coach
