startingAirport,destinationAirport,min(totalFare)
SFO,ORD,78.98
SFO,CLT,75.99
SFO,DFW,61.99
SFO,MIA,75.99
SFO,DEN,43.98
SFO,OAK,101.6
SFO,ATL,64.6
SFO,BOS,113.6
SFO,IAD,112.6
SFO,JFK,93.6
SFO,DTW,75.99
SFO,LAX,23.97
SFO,PHL,83.97
SFO,EWR,98.6
SFO,LGA,88.49
