"bround(totalTravelDistance, -2)",avg(totalFare)
3600,520.8259457436524
3700,511.320802722093
3800,537.0373985572588
3900,650.6797050028365
4000,640.0772546795235
4100,887.4368403615883
4200,661.0444672695844
4300,579.8963210702341
4400,575.3898670499461
4500,1316.554389312977
4600,1192.0
4700,1299.7096774193549
